start,end,length
18070,15305,85.26500000000001
15306,45370,67.785
45370,15306,67.785
15306,45360,198.797
45360,15306,198.797
15306,15550,108.278
15550,15306,108.278
15307,13020,55.219
15308,15309,132.534
15308,17501,77.783
15309,18036,74.326
18036,15309,74.326
15309,15310,79.877
15310,16958,129.101
16958,15310,129.101
15310,15311,156.101
15311,16997,78.537
15312,17962,85.925
17962,15312,85.925
15312,15313,212.77599999999998
15313,15312,212.77599999999998
15313,17216,87.075
17216,15313,87.075
15313,48439,44.058
48439,15313,44.058
15313,15314,224.966
15314,15313,224.966
15314,17391,77.856
17391,15314,77.856
15315,15316,82.317
15316,15315,82.317
15315,18088,148.357
18088,15315,148.357
15316,15317,78.76
15317,15316,78.76
15317,15318,79.447
15318,15317,79.447
15319,13633,87.543
15319,14321,146.336
15320,15321,217.841
15320,15975,79.09
15321,15322,24.54
15322,54603,46.808
54603,15322,46.808
15322,16776,97.065
16776,15322,97.065
15323,13527,117.854
15323,16703,84.816
16703,15323,84.816
15324,17351,85.73
15324,15323,204.834
15325,12852,236.687
15325,17798,78.922
17798,15325,78.922
15325,17352,85.378
17352,15325,85.378
15326,15597,85.57
15597,15326,85.57
15326,15598,78.799
15598,15326,78.799
15326,15325,201.255
15327,16243,79.21
16243,15327,79.21
15327,16244,85.155
16244,15327,85.155
15327,15326,201.519
15328,15327,204.304
15328,15329,161.015
15329,15328,161.015
15328,16518,79.10199999999999
16518,15328,79.10199999999999
15329,51121,110.326
51121,15329,110.326
15330,13749,76.71
15330,14482,179.97799999999998
15331,15443,48.074
15331,15330,76.816
15332,15110,76.051
15332,15400,49.834999999999994
15400,15332,49.834999999999994
15334,18115,31.279
15334,12916,115.454
15335,15336,203.72
15336,15335,203.72
15335,17917,84.303
17917,15335,84.303
15335,17916,78.429
17916,15335,78.429
15336,17862,117.253
17862,15336,117.253
15336,17863,80.232
17863,15336,80.232
15337,17372,39.196
17372,15337,39.196
15337,17373,110.235
17373,15337,110.235
15338,15339,83.482
15339,15338,83.482
15338,17754,109.219
15339,15340,272.09
15340,15339,272.09
15339,17755,82.188
17755,15339,82.188
15339,17754,89.616
17754,15339,89.616
15340,15341,237.413
15341,15340,237.413
15340,16212,84.186
16212,15340,84.186
15340,16211,81.394
16211,15340,81.394
15341,15342,244.094
15342,15341,244.094
15341,15537,86.526
15537,15341,86.526
15341,15536,79.568
15536,15341,79.568
15342,16622,86.655
16622,15342,86.655
15342,16621,78.891
16621,15342,78.891
15343,17535,79.049
17535,15343,79.049
15343,15344,180.172
15344,15343,180.172
15343,54712,86.616
54712,15343,86.616
15344,17595,79.37
15344,15345,78.58200000000001
15345,15344,78.58200000000001
15345,51710,40.54
15345,15346,42.150999999999996
15346,15345,42.150999999999996
15346,16106,86.049
15346,17869,247.61800000000002
17869,15346,247.61800000000002
15347,14642,65.998
15347,14731,167.317
15348,15347,76.351
15348,15961,288.621
15349,13830,76.142
15349,17366,288.979
15350,15349,76.514
15350,17027,23.146
17027,15350,23.146
15351,48441,72.379
48441,15351,72.379
15351,16442,162.232
16442,15351,162.232
15352,16626,90.118
16626,15352,90.118
15353,18016,81.812
15354,16992,112.701
16992,15354,112.701
15355,16912,78.984
16912,15355,78.984
15355,49075,39.963
49075,15355,39.963
15356,16993,78.974
16993,15356,78.974
15356,18033,78.898
18033,15356,78.898
15357,13164,33.266
15358,17330,75.893
15358,15359,167.856
15358,48761,81.743
48761,15358,81.743
15359,16410,75.633
16410,15359,75.633
15359,16409,76.09
16409,15359,76.09
15359,15360,253.882
15360,16896,75.977
16896,15360,75.977
15360,16895,76.191
16895,15360,76.191
15360,15361,239.702
15361,15954,95.219
15954,15361,95.219
15362,15266,231.91299999999998
15362,17792,79.00200000000001
17792,15362,79.00200000000001
15363,16991,79.532
15364,49810,11.963
49810,15364,11.963
15364,12760,88.782
15365,45745,61.75
45745,15365,61.75
15365,17711,86.122
17711,15365,86.122
15365,15366,117.143
15366,15365,117.143
15366,15619,206.673
15619,15366,206.673
15367,16546,180.51999999999998
16546,15367,180.51999999999998
15367,45738,98.37700000000001
15367,45755,564.4369999999999
45755,15367,564.4369999999999
15368,45730,23.709
15368,45753,19.769
15368,45735,20.758
15369,17818,322.4699999999999
17818,15369,322.4699999999999
15370,15371,98.68
15371,15370,98.68
15370,17652,158.365
17652,15370,158.365
15370,54313,224.01100000000002
15371,44864,70.682
44864,15371,70.682
15371,17653,151.93
17653,15371,151.93
15371,16668,201.993
16668,15371,201.993
15372,45767,72.97300000000001
15372,15864,214.20499999999998
15864,15372,214.20499999999998
15373,17994,62.838
15374,16402,85.104
16402,15374,85.104
15374,15375,74.972
15375,15374,74.972
15376,44029,46.612
44029,15376,46.612
15376,15377,85.861
15377,15376,85.861
15377,15378,112.893
15378,15377,112.893
15378,17801,83.23
17801,15378,83.23
15378,15379,101.29400000000001
15379,15378,101.29400000000001
15379,15380,120.76
15380,15379,120.76
15379,15565,105.02600000000001
15565,15379,105.02600000000001
15380,15565,100.543
15565,15380,100.543
15381,17791,128.23999999999998
17791,15381,128.23999999999998
15382,16662,214.392
15383,15382,49.544
15384,13353,43.071
15385,18040,73.566
18040,15385,73.566
15385,17266,94.785
17266,15385,94.785
15386,16497,77.794
15386,15385,92.746
15387,16177,78.348
16177,15387,78.348
15387,16176,81.333
16176,15387,81.333
15387,14443,177.913
15388,15387,111.255
15388,12828,94.282
15389,14302,124.457
15389,15595,127.32
15390,16539,75.071
16539,15390,75.071
15391,14386,105.147
15392,48404,76.244
48404,15392,76.244
15392,15391,150.09300000000002
15392,18096,85.263
18096,15392,85.263
15393,15392,150.529
15393,17161,78.288
17161,15393,78.288
15393,17477,79.511
17477,15393,79.511
15394,16689,85.712
16689,15394,85.712
15394,15393,190.53
15394,16690,81.15
16690,15394,81.15
15395,18100,70.035
18100,15395,70.035
15395,47170,332.719
15396,51117,21.705
15397,17164,79.996
17164,15397,79.996
15397,51116,131.495
15398,15397,31.839
15399,16229,27.941
16229,15399,27.941
15399,15398,92.251
15399,15400,135.48899999999998
15400,15399,135.48899999999998
15401,13756,118.028
15401,46102,135.25500000000002
15402,15401,81.247
15402,17980,109.25399999999999
17980,15402,109.25399999999999
15402,17930,87.507
17930,15402,87.507
15403,15402,109.621
15403,16505,112.183
15404,16183,77.611
16183,15404,77.611
15404,14454,148.124
15404,16184,126.431
16184,15404,126.431
15405,15404,102.496
15405,17931,71.482
15406,15405,102.375
15406,15418,65.732
15418,15406,65.732
15406,15419,145.379
15419,15406,145.379
15407,17739,94.824
17739,15407,94.824
15408,15409,267.276
15409,15408,267.276
15408,16253,77.435
16253,15408,77.435
15409,15410,171.323
15410,15409,171.323
15409,16165,78.40899999999999
16165,15409,78.40899999999999
15410,16254,77.779
16254,15410,77.779
15411,53327,22.621000000000002
53327,15411,22.621000000000002
15412,48175,199.612
15412,51354,79.36099999999999
51354,15412,79.36099999999999
15413,15414,207.771
15414,15413,207.771
15413,16256,76.648
16256,15413,76.648
15414,16257,75.402
16257,15414,75.402
15414,15415,218.064
15415,15414,218.064
15415,16258,77.656
16258,15415,77.656
15416,17205,37.37
17205,15416,37.37
15416,17206,102.245
17206,15416,102.245
15417,15418,106.577
15418,15417,106.577
15417,15046,71.529
15419,15420,136.498
15420,15419,136.498
15420,17953,198.76600000000002
15420,16185,248.55399999999997
16185,15420,248.55399999999997
15421,15913,227.65099999999998
15913,15421,227.65099999999998
15421,51561,227.53200000000004
15422,14956,46.266
15423,44014,12.738
15423,43764,34.137
15424,43763,33.951
43763,15424,33.951
15424,53290,73.947
53290,15424,73.947
15424,53297,68.38799999999999
15425,16846,80.407
15425,14373,79.408
15426,17055,81.516
17055,15426,81.516
15426,15425,174.243
15427,44022,78.886
15427,15428,182.018
15428,15427,182.018
15428,15429,253.92299999999997
15429,15428,253.92299999999997
15428,15827,82.177
15429,15430,124.81099999999999
15430,15429,124.81099999999999
15429,17184,84.51
17184,15429,84.51
15430,17185,84.87599999999999
17185,15430,84.87599999999999
15431,14837,75.751
15431,50958,54.638999999999996
15432,15936,53.31
15432,13541,186.942
15433,14841,73.985
15433,54936,5.719
15434,15433,20.338
15434,16989,35.312
15435,15092,239.446
15435,14708,78.989
15436,15435,169.22500000000002
15437,15436,252.844
15439,50452,88.692
50452,15439,88.692
15439,14483,95.77900000000001
15440,46712,48.612
15440,15439,93.936
15441,15108,180.99800000000002
15442,16228,76.201
16228,15442,76.201
15442,15441,108.668
15443,15109,75.718
15443,15442,116.57300000000001
15444,18037,75.921
18037,15444,75.921
15444,15445,255.79500000000002
15445,15444,255.79500000000002
15445,15446,79.074
15446,15445,79.074
15445,17398,76.028
17398,15445,76.028
15447,15448,54.111999999999995
15448,15447,54.111999999999995
15448,14018,41.019999999999996
15449,18073,71.517
18073,15449,71.517
15449,44918,131.60899999999998
44918,15449,131.60899999999998
15449,15450,278.35
15450,15449,278.35
15450,16611,79.451
16611,15450,79.451
15450,15541,79.69
15541,15450,79.69
15450,15451,136.818
15451,15450,136.818
15451,15849,79.395
15849,15451,79.395
15451,15542,79.395
15542,15451,79.395
15452,17598,169.117
17598,15452,169.117
15452,15453,74.575
15453,15452,74.575
15452,51232,189.113
51232,15452,189.113
15453,16386,75.633
16386,15453,75.633
15453,16337,76.049
16337,15453,76.049
15453,15454,72.106
15454,15453,72.106
15454,16338,64.291
16338,15454,64.291
15454,15455,75.963
15455,15454,75.963
15455,17600,149.542
17600,15455,149.542
15456,17601,151.915
17601,15456,151.915
15456,15457,80.925
15457,15456,80.925
15456,48360,184.36499999999998
48360,15456,184.36499999999998
15457,16678,90.065
16678,15457,90.065
15457,54844,164.316
54844,15457,164.316
15458,54843,41.8
54843,15458,41.8
15458,54844,33.896
54844,15458,33.896
15459,15460,260.448
15459,14986,89.364
15460,17093,76.215
15460,15461,266.037
15461,16449,136.428
15462,46075,94.144
46075,15462,94.144
15462,48381,46.475
15463,15693,76.00600000000001
15463,46653,75.586
46653,15463,75.586
15464,16051,76.369
15464,15465,81.84200000000001
15465,15464,81.84200000000001
15464,46652,41.794000000000004
46652,15464,41.794000000000004
15465,17780,143.01899999999998
17780,15465,143.01899999999998
15465,17627,227.948
17627,15465,227.948
15465,15466,94.09599999999999
15466,15465,94.09599999999999
15466,15467,58.649
15467,15466,58.649
15466,17628,222.697
15467,15468,197.444
15468,15467,197.444
15467,17922,167.982
17922,15467,167.982
15468,15469,79.23899999999999
15469,15468,79.23899999999999
15468,17168,61.397000000000006
17168,15468,61.397000000000006
15468,17169,252.618
17169,15468,252.618
15469,17622,63.778000000000006
15470,16288,76.487
15471,16289,73.929
16289,15471,73.929
15471,16646,76.388
16646,15471,76.388
15471,13126,61.047
15472,16754,76.238
15472,15471,73.92
15473,15472,91.994
15473,51086,49.69
51086,15473,49.69
15473,51085,47.221000000000004
51085,15473,47.221000000000004
15473,17467,44.525999999999996
17467,15473,44.525999999999996
15474,51085,12.944
51085,15474,12.944
15474,15566,240.57299999999998
15474,51082,74.62799999999999
51082,15474,74.62799999999999
15475,51083,38.784000000000006
51083,15475,38.784000000000006
15476,48394,239.196
15476,16688,189.495
16688,15476,189.495
15476,17700,266.933
17700,15476,266.933
15477,47367,56.577
15477,17363,144.19599999999997
17363,15477,144.19599999999997
15478,15477,58.163
15478,13300,78.804
15478,49301,179.095
15479,16296,189.904
15479,13904,81.515
15480,44859,116.57300000000001
15481,15654,232.918
15654,15481,232.918
15481,15480,82.682
15482,15483,79.046
15483,15482,79.046
15482,15647,235.577
15647,15482,235.577
15482,45734,64.332
45734,15482,64.332
15483,15648,201.082
15648,15483,201.082
15484,15485,79.235
15485,15484,79.235
15484,15649,232.315
15649,15484,232.315
15485,15486,59.306
15486,15485,59.306
15485,15650,228.377
15650,15485,228.377
15486,12872,112.122
15487,15488,126.734
15487,16619,155.451
16619,15487,155.451
15487,15534,85.21900000000001
15534,15487,85.21900000000001
15488,15535,87.94
15535,15488,87.94
15488,16620,156.33800000000002
16620,15488,156.33800000000002
15489,15490,261.57
15490,15489,261.57
15489,17694,73.152
17694,15489,73.152
15490,15491,261.453
15491,15490,261.453
15490,16471,73.057
16471,15490,73.057
15491,18082,73.791
18082,15491,73.791
15492,16711,111.828
15492,12920,157.999
15492,15493,291.28999999999996
15493,16712,87.327
16712,15493,87.327
15493,17618,475.894
17618,15493,475.894
15493,15494,224.803
15494,15493,224.803
15494,17617,312.62
17617,15494,312.62
15494,15495,208.26800000000003
15495,15494,208.26800000000003
15495,16713,61.479
16713,15495,61.479
15495,17617,156.76500000000001
17617,15495,156.76500000000001
15497,15498,177.43
15498,15497,177.43
15497,17665,84.316
17665,15497,84.316
15497,17082,80.576
17082,15497,80.576
15498,18092,75.917
18092,15498,75.917
15498,15499,189.038
15499,15498,189.038
15498,16011,80.67699999999999
16011,15498,80.67699999999999
15499,15628,81.081
15628,15499,81.081
15499,15627,76.07900000000001
15627,15499,76.07900000000001
15500,16715,51.991
16715,15500,51.991
15500,15501,85.38400000000001
15501,15500,85.38400000000001
15500,45821,105.76
45821,15500,105.76
15501,46090,29.543
15501,45815,88.05799999999999
45815,15501,88.05799999999999
15502,51076,25.775
51076,15502,25.775
15502,51077,20.875999999999998
51077,15502,20.875999999999998
15503,15504,261.588
15504,15503,261.588
15503,16669,244.749
15503,51075,17.853
51075,15503,17.853
15504,15505,252.822
15505,15504,252.822
15504,15800,199.926
15504,45766,282.406
45766,15504,282.406
15504,47516,24.247
47516,15504,24.247
15505,17655,248.864
17655,15505,248.864
15505,45766,303.69399999999996
45766,15505,303.69399999999996
15506,16551,79.587
15507,17565,287.148
17565,15507,287.148
15508,15507,86.47
15508,14798,236.09099999999998
15509,46129,41.788000000000004
15510,17702,78.96600000000001
17702,15510,78.96600000000001
15510,51400,56.174
51400,15510,56.174
15511,15512,81.84700000000001
15512,15511,81.84700000000001
15511,15821,79.749
15821,15511,79.749
15511,15820,213.419
15820,15511,213.419
15512,17237,192.88
17237,15512,192.88
15512,17236,213.40200000000002
17236,15512,213.40200000000002
15512,15513,82.07799999999999
15513,15512,82.07799999999999
15513,15514,79.41
15514,15513,79.41
15513,16300,213.359
16300,15513,213.359
15513,16301,253.70599999999996
16301,15513,253.70599999999996
15514,17573,212.939
17573,15514,212.939
15515,16825,212.98299999999998
16825,15515,212.98299999999998
15515,15516,79.119
15516,15515,79.119
15516,15517,78.932
15517,15516,78.932
15516,17314,213.041
17314,15516,213.041
15516,17315,254.735
15517,15518,79.14
15518,15517,79.14
15517,16639,212.83499999999998
16639,15517,212.83499999999998
15517,51992,180.18099999999998
15518,17574,212.942
15519,15520,79.553
15520,15519,79.553
15519,15679,259.219
15679,15519,259.219
15519,52948,65.58
52948,15519,65.58
15520,17188,259.377
17188,15520,259.377
15520,48661,212.647
48661,15520,212.647
15521,43759,42.06
43759,15521,42.06
15522,50961,139.129
50961,15522,139.129
15522,15523,77.64699999999999
15523,15522,77.64699999999999
15523,15217,237.704
15524,16654,238.441
16654,15524,238.441
15525,16655,236.66699999999997
16655,15525,236.66699999999997
15526,16656,236.765
16656,15526,236.765
15526,15527,89.69900000000001
15527,15526,89.69900000000001
15527,16657,236.25
16657,15527,236.25
15528,48454,263.07399999999996
15528,16658,236.50400000000002
16658,15528,236.50400000000002
15528,15797,83.421
15797,15528,83.421
15529,17668,152.45999999999998
17668,15529,152.45999999999998
15529,48455,264.645
15529,15530,258.819
15530,15529,258.819
15530,16660,237.808
16660,15530,237.808
15531,15532,86.594
15532,15531,86.594
15531,46169,51.165
15531,54516,29.503999999999998
54516,15531,29.503999999999998
15532,18118,63.945
15532,15533,44.504999999999995
15533,15532,44.504999999999995
15533,15534,78.589
15534,15533,78.589
15533,16439,239.54999999999998
16439,15533,239.54999999999998
15534,15535,139.593
15535,15534,139.593
15535,15536,83.949
15536,15535,83.949
15536,16211,237.298
16211,15536,237.298
15536,16621,244.056
16621,15536,244.056
15537,16622,244.141
16622,15537,244.141
15537,15538,87.13600000000001
15538,15537,87.13600000000001
15538,18022,522.4649999999999
15539,16624,244.14499999999998
16624,15539,244.14499999999998
15539,16214,238.08
16214,15539,238.08
15540,16625,243.964
16625,15540,243.964
15541,15542,130.704
15542,15541,130.704
15541,16610,81.644
16610,15541,81.644
15541,44918,199.428
44918,15541,199.428
15542,15848,82.754
15848,15542,82.754
15543,13310,210.04399999999998
15544,15545,86.064
15545,15544,86.064
15544,45372,35.187
45372,15544,35.187
15544,45362,239.08399999999997
45362,15544,239.08399999999997
15545,45348,32.983
45348,15545,32.983
15545,45363,158.46799999999996
45363,15545,158.46799999999996
15546,45363,10.697
45363,15546,10.697
15546,12751,118.826
15547,45350,10.066
45350,15547,10.066
15547,54536,124.14
15548,45350,233.31299999999996
45350,15548,233.31299999999996
15548,15550,114.854
15550,15548,114.854
15548,43440,26.417
43440,15548,26.417
15549,45360,9.973
45360,15549,9.973
15549,15547,112.509
15549,48559,224.52599999999998
48559,15549,224.52599999999998
15550,54912,34.944
54912,15550,34.944
15551,47409,17.828
47409,15551,17.828
15551,47413,20.606
47413,15551,20.606
15551,54792,87.709
15552,47393,9.62
15552,47414,343.212
15553,15554,47.818999999999996
15554,15553,47.818999999999996
15554,15555,50.635999999999996
15555,15554,50.635999999999996
15555,13473,85.271
15555,15556,151.982
15556,15555,151.982
15556,17940,74.001
17940,15556,74.001
15556,15557,148.04899999999998
15557,15556,148.04899999999998
15557,18052,76.726
15557,49914,68.43299999999999
49914,15557,68.43299999999999
15558,15559,35.85
15558,16860,73.939
16860,15558,73.939
15558,52676,51.471
52676,15558,51.471
15559,13780,179.908
15559,49446,138.55
49446,15559,138.55
15559,52676,48.944
15560,17836,91.553
15560,15561,69.31
15561,15562,67.368
15562,18045,91.23400000000001
15562,15563,97.96600000000001
15563,17127,91.003
17127,15563,91.003
15563,15564,99.926
15564,14548,121.394
15564,14393,190.716
15566,15567,113.584
15566,18019,90.544
18019,15566,90.544
15566,17704,77.33
17704,15566,77.33
15567,15568,126.755
15567,17260,89.132
15568,15573,77.737
15568,14788,138.238
15569,17880,147.445
15570,17170,90.634
17170,15570,90.634
15570,54629,157.097
54629,15570,157.097
15571,15570,80.80399999999999
15571,17255,98.14
15572,48959,140.642
15572,13132,146.815
15573,17259,126.105
15573,15572,72.973
15574,15568,87.991
15574,17260,124.119
15575,15574,69.362
15575,47482,155.355
15576,13095,76.145
15576,14794,176.83300000000003
15577,15576,61.307
15577,15578,77.632
15578,16739,262.11899999999997
16739,15578,262.11899999999997
15579,49485,82.151
49485,15579,82.151
15579,54999,42.552
54999,15579,42.552
15580,15988,85.988
15988,15580,85.988
15580,15579,240.52599999999998
15581,15942,85.72800000000001
15942,15581,85.72800000000001
15581,15580,159.47500000000002
15582,16480,85.59199999999998
16480,15582,85.59199999999998
15582,15581,231.93800000000002
15583,15584,51.363
15584,15583,51.363
15584,17483,210.613
17483,15584,210.613
15584,15585,89.729
15585,15584,89.729
15584,18001,118.072
18001,15584,118.072
15585,16781,286.06399999999996
15586,15861,294.19500000000005
15586,15587,78.953
15587,15586,78.953
15587,15588,79.323
15588,15587,79.323
15588,16783,286.56
15588,15589,79.10000000000001
15589,15588,79.10000000000001
15589,16523,253.43200000000002
15590,15591,78.672
15591,15590,78.672
15590,16769,209.803
15591,15592,79.532
15592,15591,79.532
15591,16525,253.328
15592,15593,82.081
15593,15592,82.081
15592,16785,178.943
15593,16034,250.565
16034,15593,250.565
15593,16033,166.751
16033,15593,166.751
15594,16671,123.04800000000002
15595,16978,55.535
16978,15595,55.535
15595,15915,81.685
15915,15595,81.685
15596,16709,205.70200000000003
15596,15389,81.135
15597,15596,85.218
15597,16244,201.216
16244,15597,201.216
15597,17352,201.295
17352,15597,201.295
15598,15599,78.906
15599,15598,78.906
15598,16243,201.218
15599,15600,78.999
15600,15599,78.999
15599,16635,201.35399999999998
15600,15601,78.575
15601,15600,78.575
15600,16241,202.303
15601,17800,202.519
15602,13150,107.608
15602,16236,163.84
15603,15604,73.821
15603,16237,163.366
16237,15603,163.366
15603,16748,178.223
16748,15603,178.223
15604,17461,187.302
17461,15604,187.302
15604,15605,98.311
15604,16238,163.843
16238,15604,163.843
15605,16239,163.091
15606,13979,85.441
15606,15614,254.822
15607,13582,78.945
15607,17102,125.13999999999999
17102,15607,125.13999999999999
15608,18067,252.46800000000002
15609,15610,8.892
15610,15609,8.892
15610,13911,145.97
15611,45305,174.94899999999998
45305,15611,174.94899999999998
15611,12950,45.937
15613,15606,124.972
15613,13581,79.707
15614,47306,55.867
47306,15614,55.867
15614,15615,136.765
15616,15617,57.949000000000005
15617,15616,57.949000000000005
15617,13587,79.752
15617,14481,139.917
15619,17651,78.75999999999999
17651,15619,78.75999999999999
15620,15643,77.327
15643,15620,77.327
15620,15621,87.475
15621,15620,87.475
15622,17637,86.994
17637,15622,86.994
15623,15630,109.343
15630,15623,109.343
15623,45998,16.966
45998,15623,16.966
15623,15819,115.946
15819,15623,115.946
15624,15625,84.464
15625,15624,84.464
15624,16577,55.724999999999994
16577,15624,55.724999999999994
15624,17381,77.82199999999999
17381,15624,77.82199999999999
15625,17559,146.946
17559,15625,146.946
15625,45781,153.615
45781,15625,153.615
15626,15627,75.96
15627,15626,75.96
15626,17560,177.463
17560,15626,177.463
15626,45780,165.424
45780,15626,165.424
15627,18092,189.072
18092,15627,189.072
15628,15629,103.59200000000001
15629,15628,103.59200000000001
15628,16011,189.89
16011,15628,189.89
15629,15630,100.991
15630,15629,100.991
15629,17814,40.543
17814,15629,40.543
15630,46064,69.48
46064,15630,69.48
15631,15632,100.212
15631,13925,182.308
15632,15633,94.237
15633,15632,94.237
15632,16838,66.428
15633,15634,94.251
15634,15633,94.251
15633,17796,188.595
15634,16363,165.083
15634,15635,98.174
15635,15634,98.174
15635,16840,205.66099999999997
16840,15635,205.66099999999997
15635,17348,199.914
17348,15635,199.914
15636,43813,9.842
43813,15636,9.842
15636,16119,70.776
15636,15635,76.114
15637,43818,17.848
43818,15637,17.848
15637,15638,159.79999999999998
15638,15637,159.79999999999998
15637,16071,191.368
15638,16372,85.00099999999999
16372,15638,85.00099999999999
15638,15639,55.699
15639,15638,55.699
15639,16320,49.712999999999994
15639,15640,37.400999999999996
15640,15639,37.400999999999996
15640,16320,35.010000000000005
16320,15640,35.010000000000005
15640,16321,86.375
16321,15640,86.375
15640,51401,83.43400000000001
51401,15640,83.43400000000001
15641,16186,81.886
16186,15641,81.886
15641,16403,53.398
16403,15641,53.398
15642,15144,139.64999999999998
15642,49788,83.207
49788,15642,83.207
15644,15645,79.0
15645,15644,79.0
15644,16546,161.157
16546,15644,161.157
15646,15647,147.445
15646,45733,163.55599999999998
15647,15648,23.395
15648,15647,23.395
15648,45769,46.187
45769,15648,46.187
15649,15650,82.138
15650,15649,82.138
15649,17652,155.392
17652,15649,155.392
15650,17653,142.429
17653,15650,142.429
15650,15651,106.669
15651,15650,106.669
15651,15652,71.527
15652,15651,71.527
15651,45844,115.662
45844,15651,115.662
15651,15864,133.454
15864,15651,133.454
15652,15653,33.027
15653,15652,33.027
15652,44975,93.30000000000001
15653,15654,87.049
15654,15653,87.049
15653,17076,126.743
15654,47520,34.260999999999996
47520,15654,34.260999999999996
15655,15762,766.949
15762,15655,766.949
15655,47520,220.35399999999998
47520,15655,220.35399999999998
15655,17655,96.134
17655,15655,96.134
15656,15061,121.435
15656,17211,60.176
15657,17418,163.512
15657,47176,46.457
47176,15657,46.457
15658,44851,68.035
15658,47179,88.228
47179,15658,88.228
15659,47177,39.31
47177,15659,39.31
15659,44852,29.443
44852,15659,29.443
15659,15856,270.38599999999997
15856,15659,270.38599999999997
15659,16607,97.16099999999999
16607,15659,97.16099999999999
15660,14565,188.939
15660,13628,80.12100000000001
15661,15660,79.423
15661,16271,203.039
15662,15661,94.161
15662,51079,126.26199999999999
15663,13650,68.784
15663,13649,80.24600000000001
15664,15665,336.853
15665,15664,336.853
15664,49493,154.898
49493,15664,154.898
15665,17944,42.445
17944,15665,42.445
15665,15666,78.46000000000001
15666,15665,78.46000000000001
15667,41577,234.273
41577,15667,234.273
15668,41420,464.11099999999993
15668,41424,921.569
15669,15668,1474.89
15670,13023,804.475
15671,41537,193.571
15673,15674,248.98199999999997
15674,15673,248.98199999999997
15673,16650,75.96499999999999
16650,15673,75.96499999999999
15674,16650,173.055
16650,15674,173.055
15675,17286,78.231
17286,15675,78.231
15675,45328,275.587
45328,15675,275.587
15675,15676,172.079
15676,15675,172.079
15676,41719,77.443
41719,15676,77.443
15676,41712,146.715
41712,15676,146.715
15677,16390,181.73
16390,15677,181.73
15677,45706,248.564
45706,15677,248.564
15678,14106,50.547
15679,17188,79.324
17188,15679,79.324
15679,18043,78.764
18043,15679,78.764
15679,51158,254.965
51158,15679,254.965
15680,52974,57.818
52974,15680,57.818
15680,13815,227.796
15680,16380,82.57900000000001
16380,15680,82.57900000000001
15681,15680,134.376
15681,43978,68.35
15682,16026,237.23399999999998
16026,15682,237.23399999999998
15682,17187,80.905
15683,15754,79.358
15684,45357,37.891
45357,15684,37.891
15684,45353,187.145
45353,15684,187.145
15685,46706,49.584
15686,14438,72.367
15687,46667,97.041
15687,15686,81.603
15688,46682,11.738
46682,15688,11.738
15688,46680,48.369
46680,15688,48.369
15688,46675,9.836
15689,46679,82.755
15689,46668,136.54399999999998
15690,13888,85.386
15690,15689,115.96700000000001
15691,15690,207.077
15691,46656,75.196
15692,46646,73.695
46646,15692,73.695
15692,15691,167.412
15693,46651,75.759
15693,15692,153.871
15694,46640,77.96700000000001
15694,15463,256.902
15695,13881,112.02499999999999
15695,14797,63.604
15696,15695,103.942
15697,46635,86.828
46635,15697,86.828
15697,15696,124.887
15698,46642,88.788
46642,15698,88.788
15698,15697,146.68200000000002
15699,46622,176.48600000000002
15699,46621,98.255
15699,15698,98.02799999999999
15700,46607,97.402
46607,15700,97.402
15700,15699,225.427
15701,46600,85.005
46600,15701,85.005
15701,49455,6.768
49455,15701,6.768
15702,15703,85.763
15703,15702,85.763
15702,47458,286.134
47458,15702,286.134
15702,16126,243.04999999999995
16126,15702,243.04999999999995
15703,15704,78.897
15704,15703,78.897
15703,47459,267.105
47459,15703,267.105
15703,16127,239.902
16127,15703,239.902
15704,15705,79.04299999999999
15705,15704,79.04299999999999
15704,17482,153.39499999999998
17482,15704,153.39499999999998
15705,15706,79.145
15706,15705,79.145
15705,16780,299.454
15706,16129,247.93400000000003
15707,15708,79.515
15708,15707,79.515
15707,15860,248.73
15708,15709,78.879
15709,15708,78.879
15708,16782,281.665
15709,15710,79.24700000000001
15710,15709,79.24700000000001
15709,16131,248.62
15710,16687,305.557
15711,15712,78.679
15712,15711,78.679
15711,41377,77.102
41377,15711,77.102
15712,17228,60.93899999999999
17228,15712,60.93899999999999
15712,15713,79.601
15713,15712,79.601
15712,17229,240.514
15713,15714,82.101
15714,15713,82.101
15714,16032,240.456
16032,15714,240.456
15714,43459,213.869
15715,15716,79.124
15716,15715,79.124
15715,17405,240.566
15716,15717,78.77199999999999
15717,15716,78.77199999999999
15717,17750,240.74400000000003
15717,17749,53.791
17749,15717,53.791
15718,17831,240.23000000000002
15718,15719,89.195
15719,15718,89.195
15719,17485,245.819
17485,15719,245.819
15719,16134,252.65099999999998
16134,15719,252.65099999999998
15719,13286,89.833
15720,15920,81.19
15920,15720,81.19
15720,16383,81.036
16383,15720,81.036
15720,15721,261.372
15721,16474,34.49
16474,15721,34.49
15721,16384,81.25399999999999
16384,15721,81.25399999999999
15721,15722,57.406
15722,12726,139.595
15723,15724,54.730000000000004
15724,15723,54.730000000000004
15724,15725,106.696
15725,15724,106.696
15724,15919,80.006
15919,15724,80.006
15724,16382,81.206
16382,15724,81.206
15726,55268,131.91199999999998
15727,15726,122.257
15727,15918,78.983
15918,15727,78.983
15727,16763,75.508
16763,15727,75.508
